ID,Date,Amount
4322,20160118,34.98
4322,20160315,29.99
4330,20160118,19.54
4349,20160118,23.54
4374,20160118,6.79
4374,20160605,24.02
4374,20160620,12.25
4379,20160118,20.75
4383,20160118,14.99
4383,20160513,46.37
4383,20160525,84.19
4383,20160626,25.97
4383,20160714,25.77
4383,20160715,64.43
4383,20160728,33.96
4383,20160820,19.99
4383,20160824,57.71
4383,20161206,93.94
4383,20170106,24.49
4383,20170228,24.87
4383,20170422,61.34
4392,20160118,20.97
4392,20160302,15.38
4392,20170212,18.98
4407,20160118,11.77
4408,20160118,32.74
4408,20160206,56.66
4408,20160509,11.77
4424,20160118,28.93
4424,20160829,14.96
4424,20170611,23.76
4427,20160118,44.29
4446,20160118,55.04
4461,20160118,41.25
4461,20160619,28.34
4461,20161118,12.49
4461,20170405,24.48
4461,20170519,23.98
4465,20160118,56.66
4474,20160118,97.22
4474,20160122,15.36
4474,20160211,15.36
4474,20161230,271.82
4474,20170102,31.98
4486,20160118,73.13
4504,20160118,34.72
4504,20161114,19.98
167,20160119,30.32
167,20160121,13.77
167,20160308,14.96
167,20160614,24.95
167,20161011,12.99
167,20161030,59.49
167,20161123,11.49
167,20161210,18.49
1727,20160119,35.31
4269,20160119,10.77
4525,20160119,26.74
4544,20160119,11.77
4544,20170302,29.49
4564,20160119,39.36
4564,20161202,30.98
4581,20160119,16.9
4589,20160119,27.13
4589,20160226,59.83
4589,20160416,45.11
4589,20161206,41.46
4593,20160119,82.41
4593,20160218,11.77
4593,20160606,14.96
4601,20160119,23.54
4601,20170203,11.88
4601,20170308,24.87
4601,20170308,11.99
4601,20170420,29.98
4601,20170506,43.97
4616,20160119,12.49
4630,20160119,36.73
4644,20160119,21.37
4644,20160219,29.33
4649,20160119,12.49
4649,20160621,38.33
4649,20160817,11.77
4649,20161031,13.99
4649,20170410,72.99
4649,20170501,72.99
4649,20170607,42.47
4653,20160119,15.36
4669,20160119,15.36
4687,20160119,31.72
4687,20161020,49.47
4701,20160119,11.77
4717,20160119,49.87
4718,20160119,37.51
4718,20160319,25.74
4718,20170429,58.74
4732,20160119,9.77
4749,20160119,39.98
4768,20160119,58.89
